,id,tytułpolski,tytułoryginalny,rokprodukcji,ulubione,ocena,komentarz,krajprodukcji,gatunek,data
0,816979,Na noże,Knives Out,2019,,8,,USA,"Dramat, Komedia kryminalna",2019-12-10
1,275067,Podróż do wnętrza Ziemi,Journey to the Center of the Earth,2008,,1,,USA,"Przygodowy, Sci-Fi",2019-11-11
2,723372,Terminator: Mroczne przeznaczenie,Terminator: Dark Fate,2019,,5,,"Chiny, USA","Akcja, Sci-Fi",2019-11-10
3,816982,To my,Us,2019,,5,,"Chiny, Japonia, USA",Thriller,2019-11-1
4,5203,Droga do Wellville,The Road to Wellville,1994,,7,,"USA, Wielka Brytania","Dramat, Komedia",2019-10-29
5,6876,Król komedii,The King of Comedy,1982,,9,,USA,"Dramat, Komedia",2019-10-20
6,37961,Smokiem i mieczem,George and the Dragon,2004,,6,,"Luksemburg, Niemcy, USA, Wielka Brytania","Fantasy, Przygodowy",2019-10-12
7,810167,Joker,,2019,tak,10,,"Kanada, USA","Dramat, Kryminał",2019-10-8
8,10472,Bilardzista,The Hustler,1961,,9,,USA,Dramat,2019-10-6
9,1033,Chłopcy z ferajny,Goodfellas,1990,,8,,USA,"Dramat, Gangsterski",2019-10-5
10,792557,Ad Astra,,2019,,7,,"Brazylia, Chiny, USA","Thriller, Sci-Fi",2019-9-30
11,809630,Green Book,,2018,,8,,USA,"Dramat, Komedia",2019-9-28
12,777911,Agentka specjalnej troski,Raid dingue,2016,,6,,"Belgia, Francja","Komedia, Akcja",2019-9-19
13,11312,Uciekinier,The Running Man,1987,,8,,USA,"Akcja, Sci-Fi",2019-9-18
14,793838,To: Rozdział 2,It: Chapter Two,2019,,6,,"Kanada, USA",Horror,2019-9-11
15,583006,Mistrz,The Master,2012,,7,,USA,Dramat,2019-9-9
16,32026,Upadek Cesarstwa Rzymskiego,The Fall of the Roman Empire,1964,,6,,USA,"Kostiumowy, Dramat historyczny",2019-9-7
17,33313,Jazon i Argonauci,Jason and the Argonauts,1963,,5,,"USA, Wielka Brytania","Fantasy, Przygodowy",2019-9-4
18,696071,T2: Trainspotting,,2017,,7,,Wielka Brytania,Dramat,2019-9-4
19,804561,Pewnego razu... w Hollywood,Once Upon a Time ... in Hollywood,2019,,8,,"USA, Wielka Brytania","Dramat, Kryminał",2019-9-4
20,829669,Jestem matką,I Am Mother,2019,,5,,Australia,"Thriller, Sci-Fi",2019-8-16
21,741192,Renegaci,Renegades,2017,,3,,"Belgia, Francja, Niemcy, USA",Akcja,2019-8-9
22,776316,Król Lew,The Lion King,2019,,8,,USA,"Animacja, Familijny, Przygodowy",2019-8-5
23,6419,W paszczy szaleństwa,In the Mouth of Madness,1994,,8,,USA,Horror,2019-8-4
24,485620,"Skóra, w której żyję",La Piel que habito,2011,,7,,Hiszpania,"Thriller, Psychologiczny",2019-8-3
25,483446,Dorian Gray,,2009,,8,,Wielka Brytania,"Dramat, Fantasy, Thriller",2019-7-31
26,31326,Hellraiser: Wysłannik piekieł,Hellraiser,1987,,7,,Wielka Brytania,Horror,2019-7-25
27,655799,Porachunki,The Family,2013,,6,,"Francja, USA",Komedia kryminalna,2019-7-14
28,638531,Sekstaśma,Sex Tape,2014,,4,Za siłą wciskany product placement 2 oczka w d&oacute;ł.,USA,Komedia,2019-6-26
29,32071,Zmierzch tytanów,Clash of the Titans,1981,,6,,USA,"Fantasy, Przygodowy",2019-6-14
30,119046,Spacer po linie,Walk the Line,2005,,8,,"Niemcy, USA","Biograficzny, Muzyczny",2019-6-14
31,785620,Zabójcze maszyny,Mortal Engines,2018,,5,,"Nowa Zelandia, USA",Sci-Fi,2019-6-14
32,790542,Avengers: Koniec gry,Avengers: Endgame,2019,,5,,USA,"Akcja, Sci-Fi",2019-5-23
33,698052,San Andreas,,2015,,2,,"Australia, USA",Katastroficzny,2019-5-5
34,795910,Drapacz chmur,Skyscraper,2018,,2,,USA,Akcja,2019-5-4
35,810299,Nic do ukrycia,Le jeu,2018,,4,,Francja,Komedia,2019-5-4
36,792285,Wilkołak,,2018,,8,,"Holandia, Niemcy, Polska","Dramat, Horror",2019-4-8
37,802456,Johnny English: Nokaut,Johnny English Strikes Again,2018,,7,,"Francja, USA, Wielka Brytania","Komedia, Szpiegowski",2019-3-23
38,30700,Nosferatu - symfonia grozy,"Nosferatu, eine Symphonie des Grauens",1922,,9,,Niemcy,"Horror, Niemy",2019-3-16
39,448713,Projekt: Monster,Cloverfield,2008,,9,,USA,"Akcja, Sci-Fi",2019-3-16
40,795520,Źle się dzieje w El Royale,Bad Times at the El Royale,2018,,4,,USA,Thriller,2019-3-16
41,629688,Raid,Serbuan maut,2011,,8,,"Francja, USA, Indonezja",Akcja,2019-3-16
42,700887,Trailer Park Boys 3: Don't Legalize It,,2014,,8,,Kanada,"Dramat, Komedia, Kryminał",2019-3-8
43,8769,Pollock,,2000,,7,,USA,"Biograficzny, Dramat",2019-3-5
44,31568,Vanilla Sky,,2001,,9,,"Hiszpania, USA","Thriller, Romans, Sci-Fi",2019-2-24
45,102,Mafia!,Jane Austen's Mafia!,1998,,4,,USA,Komedia kryminalna,2019-2-22
46,6613,Przystojniak,Johnny Handsome,1989,,7,,USA,"Dramat, Kryminał, Thriller",2019-2-22
47,807157,Upgrade,,2018,,8,,Australia,"Akcja, Sci-Fi",2019-2-16
48,797361,Zwierzęta Ameryki,American Animals,2018,,8,,USA,"Dramat, Kryminał",2019-2-8
49,807561,Czarne bractwo. BlacKkKlansman,BlacKkKlansman,2018,,8,,USA,"Biograficzny, Dramat, Kryminał",2019-1-23
50,682272,Kingsman: Tajne służby,Kingsman: The Secret Service,2014,,8,,"USA, Wielka Brytania","Akcja, Komedia kryminalna",2019-1-23
51,1127,Danton,,1982,,8,,"Francja, Polska","Biograficzny, Dramat historyczny",2019-1-13
52,69,Idioci,Idioterne,1998,,8,,"Dania, Francja, Hiszpania, Holandia, Szwecja, Włochy","Dramat, Komedia",2019-1-11
53,596855,Batman: Rok Pierwszy,Batman: Year One,2011,,8,,USA,"Animacja, Akcja, Sci-Fi",2019-1-6
54,726369,Nie otwieraj oczu,Bird Box,2018,,7,,USA,"Thriller, Sci-Fi",2019-1-6
55,549085,Aquaman,,2018,,5,,"Australia, USA","Akcja, Sci-Fi",2019-1-3
56,714387,Power Rangers,,2017,,7,,"Hongkong, Japonia, Kanada, Meksyk, Nowa Zelandia, USA","Akcja, Sci-Fi",2019-1-2
57,519906,Venom,,2018,,7,,"Chiny, USA","Akcja, Sci-Fi",2018-12-27
58,797584,Day of the Dead: Bloodline,,2018,,3,,"USA, Bułgaria",Horror,2018-12-20
59,38828,Maniakalny gliniarz,Maniac Cop,1988,,6,,USA,Horror,2018-12-19
60,33861,Hidalgo - ocean ognia,Hidalgo,2004,,6,,USA,Przygodowy,2018-12-16
61,30921,Spadaj na ziemię,Down to Earth,2001,,4,,"Kanada, Niemcy, USA",Komedia,2018-12-15
62,11951,Zardoz,,1974,,8,,Wielka Brytania,Sci-Fi,2018-12-12
63,714713,Patient Zero,,2018,,5,,Wielka Brytania,Horror,2018-12-8
64,657891,Blue Jasmine,,2013,,7,,USA,Dramat,2018-12-8
65,493189,Samotny mężczyzna,A Single Man,2009,,8,,USA,Dramat,2018-12-8
66,34942,Henry - Portret seryjnego mordercy,Henry: Portrait of a Serial Killer,1986,,8,,USA,"Kryminał, Thriller",2018-12-1
67,530029,Idy marcowe,The Ides of March,2011,,7,,USA,"Dramat, Polityczny",2018-12-1
68,107554,Nadchodzi Polly,Along Came Polly,2004,,6,,USA,Komedia rom.,2018-12-1
69,479892,Mary i Max,Mary and Max,2009,,8,,Australia,"Animacja, Dramat, Komedia",2018-12-1
70,19,Boogie Nights,,1997,,7,,USA,Dramat,2018-11-28
71,803331,Mandy,,2018,,6,,"Belgia, USA, Wielka Brytania",Horror,2018-11-24
72,32580,Straż wiejska,Super Troopers,2001,,8,,USA,Komedia kryminalna,2018-11-19
73,98140,Miasteczko Salem,'Salem's Lot,2004,,7,,USA,Horror,2018-11-18
74,393843,Straż wiejska 2,Super Troopers 2,2018,,8,,USA,Komedia kryminalna,2018-11-17
75,710839,Areszt domowy,Housebound,2014,,9,,Nowa Zelandia,"Horror, Komedia",2018-11-12
76,767751,Przebudzenie dusz,Ghost Stories,2017,,7,,Wielka Brytania,Horror,2018-11-11
77,716735,Gra Geralda,Gerald's Game,2017,,7,,USA,Thriller,2018-11-10
78,143537,Seks to nie wszystko,Lie with Me,2005,,3,song to song w wersji erotycznej.,Kanada,"Erotyczny, Melodramat",2018-11-10
79,743465,Pustka,The Void,2016,,9,,Kanada,Horror,2018-10-31
80,810503,7 uczuć,,2018,,8,Słodko-Gorzki,Polska,"Dramat, Komedia",2018-10-31
81,760651,Hotel Transylwania 3,Hotel Transylvania 3: Summer Vacation,2018,,7,,USA,"Animacja, Familijny, Komedia",2018-10-18
82,736411,Baby Driver,,2017,,4,,"USA, Wielka Brytania","Komedia, Akcja",2018-10-17
83,8277,Odległy ląd,Outland,1981,,5,,Wielka Brytania,"Sensacyjny, Sci-Fi",2018-10-9
84,9239,Rosencrantz i Guildenstern nie żyją,Rosencrantz & Guildenstern Are Dead,1990,,8,,"USA, Wielka Brytania","Dramat, Komedia",2018-10-9
85,11917,"Zagraj to jeszcze raz, Sam","Play It Again, Sam",1972,,8,,USA,Komedia,2018-10-9
86,726013,"Człowiek, który zabił Don Kichota",The Man Who Killed Don Quixote,2018,,8,,"Belgia, Francja, Hiszpania, Portugalia, Wielka Brytania","Komedia, Przygodowy",2018-9-28
87,723027,Predator,The Predator,2018,,7,,"Kanada, USA","Akcja, Sci-Fi",2018-9-27
88,795665,Juliusz,,2018,,7,,Polska,Komedia,2018-9-20
89,107642,Casino Royale,,2006,,7,,"Czechy, Niemcy, USA, Wielka Brytania, Bahamy",Sensacyjny,2018-9-13
90,807784,A może by tak trójkącik?,Le trip à trois,2017,,7,,Kanada,Komedia,2018-9-6
91,729157,Czarownica: Bajka ludowa z Nowej Anglii,The VVitch: A New-England Folktale,2015,,8,,"Brazylia, Kanada, USA, Wielka Brytania",Horror,2018-9-5
92,474708,Agora,Ágora,2009,,9,,Hiszpania,Dramat historyczny,2018-8-18
93,102598,Wij,Viy,1967,,8,,ZSRR,"Fantasy, Horror",2018-8-18
94,139428,Idiokracja,Idiocracy,2006,,7,,USA,"Komedia, Sci-Fi",2018-8-18
95,33288,Spirited Away: W krainie Bogów,Sen to Chihiro no Kamikakushi,2001,,8,,Japonia,"Fantasy, Przygodowy, Anime",2018-8-17
96,657525,Wielki Mur,The Great Wall,2016,,3,,"Australia, Chiny, Hongkong, Kanada, USA","Fantasy, Przygodowy",2018-8-16
97,607382,Wada ukryta,Inherent Vice,2014,,7,,USA,Kryminał,2018-8-13
98,803413,Neapol spowity tajemnicą,Napoli velata,2017,,7,,Włochy,Thriller,2018-8-3
99,658317,Wielkie piękno,La grande bellezza,2013,,9,,"Francja, Włochy","Dramat, Komedia",2018-8-3
100,119849,Koniec świata,Southland Tales,2006,,10,,"Francja, Niemcy, USA","Dramat, Komedia, Sci-Fi",2018-7-30
101,563486,Pionek,Pawn Sacrifice,2014,,8,,USA,"Biograficzny, Dramat",2018-7-29
102,791088,Berek,Tag,2018,,6,,USA,Komedia,2018-7-26
103,238307,Wij,Viy,2014,,7,,"Czechy, Niemcy, Rosja, Ukraina, Wielka Brytania","Fantasy, Przygodowy",2018-7-2
104,707938,Spring,,2014,,9,,USA,"Horror, Romans, Sci-Fi",2018-6-26
105,809298,The Hollow Child,,2017,,3,,Kanada,Thriller,2018-6-23
106,802930,Dziedzictwo. Hereditary,Hereditary,2018,,6,,USA,"Dramat, Horror",2018-6-23
107,795734,Endless,The Endless,2017,,8,,USA,"Horror, Sci-Fi",2018-6-23
108,807467,Zemsta,Revenge,2017,,8,,"Belgia, Francja","Thriller, Akcja",2018-6-23
109,758909,Jurassic World: Upadłe królestwo,Jurassic World: Fallen Kingdom,2018,,7,,USA,"Przygodowy, Sci-Fi",2018-6-13
110,772805,Atak paniki,,2017,,3,,Polska,"Dramat, Komedia",2018-6-10
111,258739,Krudowie,The Croods,2013,,5,,USA,"Animacja, Familijny, Komedia, Przygodowy",2018-6-3
112,121935,Przez ciemne zwierciadło,A Scanner Darkly,2006,,8,,USA,"Animacja, Thriller, Sci-Fi",2018-6-2
113,660451,Pod Mocnym Aniołem,,2014,,6,,Polska,Dramat,2018-6-1
114,714149,Han Solo: Gwiezdne wojny - historie,Solo: A Star Wars Story,2018,,6,,USA,"Przygodowy, Sci-Fi",2018-5-30
115,604188,Apollo 18,,2011,,6,,"Kanada, USA","Thriller, Sci-Fi",2018-5-27
116,451718,Sposób na gangstera,Perrier's Bounty,2009,,6,,"Irlandia, Wielka Brytania","Dramat, Komedia kryminalna",2018-5-6
117,775228,Nigdy cię tu nie było,You Were Never Really Here,2017,,8,,"Francja, USA, Wielka Brytania","Dramat, Thriller",2018-5-5
118,757913,Wieczór gier,Game Night,2018,tak,8,,USA,Komedia,2018-4-25
119,33325,Lewy sercowy,Punch-Drunk Love,2002,,8,,USA,"Dramat, Komedia, Romans",2018-4-20
120,795912,Ciche miejsce,A Quiet Place,2018,,6,,USA,"Horror, Sci-Fi",2018-4-19
121,625060,Byzantium,,2012,,7,,"Irlandia, USA, Wielka Brytania","Dramat, Horror",2018-4-6
122,5176,Poza prawem,Down by Law,1986,,6,,"USA, RFN","Dramat, Komedia kryminalna",2018-4-6
123,597224,Strażnicy marzeń,Rise of the Guardians,2012,,6,,USA,"Animacja, Familijny, Fantasy, Przygodowy",2018-4-6
124,712974,Baranek Shaun. Film,Shaun the Sheep Movie,2015,,6,,"Francja, Wielka Brytania","Animacja, Familijny, Przygodowy",2018-4-6
125,674704,Paradoks Cloverfield,The Cloverfield Paradox,2018,,5,,USA,Sci-Fi,2018-4-6
126,109908,Czarna Dalia,The Black Dahlia,2006,,6,,"Francja, Niemcy, USA",Kryminał,2018-3-28
127,545,Miasteczko Pleasantville,Pleasantville,1998,,7,,USA,"Dramat, Fantasy, Komedia",2018-3-25
128,674146,Mumia,The Mummy,2017,,3,,"Chiny, Japonia, USA","Fantasy, Przygodowy",2018-3-24
129,730844,Anihilacja,Annihilation,2018,,9,,"USA, Wielka Brytania","Thriller, Sci-Fi",2018-3-21
130,30701,Dwunastu gniewnych ludzi,12 Angry Men,1957,,10,,USA,Dramat sądowy,2018-3-11
131,715712,Pan Idealny,Mr. Right,2015,,7,,USA,"Akcja, Komedia rom.",2018-3-9
132,775970,Kształt wody,The Shape of Water,2017,,5,,USA,Fantasy,2018-3-5
133,714192,Nienawistna ósemka,The Hateful Eight,2015,,5,,USA,Western,2018-3-4
134,767406,"Trzy billboardy za Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,,8,,"USA, Wielka Brytania","Dramat, Komedia, Kryminał",2018-2-22
135,790295,Redwood,,2017,,2,,Wielka Brytania,Horror,2018-2-17
136,779051,Tajemnica Marrowbone,El secreto de Marrowbone,2017,,3,,"Hiszpania, USA","Dramat, Thriller",2018-2-17
137,796989,Escape Room,,2017,,1,,USA,Horror,2018-2-17
138,776042,Winchester. Dom duchów,Winchester,2018,,6,,"Australia, USA",Horror,2018-2-17
139,123413,Batman: Maska Batmana,Batman: Mask of the Phantasm,1993,,6,,USA,"Animacja, Familijny, Fantasy, Akcja",2018-2-10
140,98249,Perfect Blue,,1997,,6,,Japonia,"Thriller, Anime",2018-2-9
141,732758,Panie Dulskie,,2015,,5,,Polska,Komedia obycz.,2018-1-29
142,494920,Defendor,,2009,,8,,"Kanada, USA, Wielka Brytania",Dramat,2018-1-26
143,540267,Super,,2010,,7,,USA,"Dramat, Komedia",2018-1-22
144,209288,W stronę słońca,Sunshine,2007,,8,,"USA, Wielka Brytania",Sci-Fi,2018-1-20
145,9009,Płytki grób,Shallow Grave,1994,,7,,Wielka Brytania,Czarna komedia,2018-1-20
146,728037,Tales of Halloween,,2015,,6,,USA,"Horror, Nowele filmowe",2018-1-12
147,703065,Przychodzi facet do lekarza,Supercondriaque,2014,,7,,"Belgia, Francja",Komedia,2018-1-6
148,371687,Bracia przyrodni,Step Brothers,2008,,7,,USA,Komedia,2018-1-1
149,671051,Gwiezdne wojny: Przebudzenie Mocy,Star Wars: Episode VII - The Force Awakens,2015,,5,,USA,"Przygodowy, Sci-Fi",2017-12-19
150,1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,,6,,USA,"Przygodowy, Sci-Fi",2017-12-19
151,671049,Gwiezdne wojny: Ostatni Jedi,Star Wars: The Last Jedi,2017,,5,,USA,"Przygodowy, Sci-Fi",2017-12-19
152,786678,The Square,,2017,tak,10,,"Dania, Francja, Niemcy, Szwecja",Komedia,2017-12-10
153,723658,Co ty wiesz o swoim dziadku?,Dirty Grandpa,2016,,1,,USA,Komedia,2017-12-10
154,419862,Droga do szczęścia,Revolutionary Road,2008,,8,,"USA, Wielka Brytania",Melodramat,2017-12-6
155,107712,Czarownica,Bewitched,2005,,3,,USA,"Fantasy, Komedia rom.",2017-11-26
156,769844,Na pokuszenie,The Beguiled,2017,,7,,USA,Dramat,2017-11-9
157,517573,Riddick,,2013,,3,,"USA, Wielka Brytania","Akcja, Sci-Fi",2017-11-6
158,924,Pitch Black,,2000,,5,,USA,"Akcja, Sci-Fi",2017-11-6
159,465839,Śmierć nadejdzie dziś,Happy Death Day,2017,,7,,USA,Horror,2017-11-6
160,760272,mother!,Mother!,2017,tak,10,,USA,Horror,2017-11-4
161,707970,Thor: Ragnarok,,2017,,7,,USA,"Fantasy, Przygodowy",2017-11-2
162,738870,Szpiedzy z sąsiedztwa,Keeping Up with the Joneses,2016,,7,,USA,Komedia,2017-10-28
163,710264,Geostorm,,2017,,3,,USA,"Sci-Fi, Katastroficzny",2017-10-26
164,772939,Aplik@cja,Bedeviled,2016,,4,,USA,Horror,2017-10-14
165,7851,Mortal Kombat,,1995,,8,,USA,"Fantasy, Akcja",2017-10-13
166,630798,Blade Runner 2049,,2017,tak,10,,"Kanada, USA, Węgry, Wielka Brytania","Thriller, Sci-Fi",2017-10-13
167,720384,Mężczyźni i kurczaki,Mænd og høns,2015,,7,,"Dania, Niemcy","Dramat, Komedia",2017-10-10
168,698207,Twój Vincent,Loving Vincent,2017,,10,,"Polska, Wielka Brytania","Animacja, Dramat, Kryminał",2017-10-6
169,713866,Dziewczyny śmierci,The Final Girls,2015,,7,,USA,"Horror, Komedia",2017-9-28
170,32482,Zabity na śmierć,Murder by Death,1976,,6,,USA,"Thriller, Komedia kryminalna",2017-9-28
171,571114,To,It,2017,,8,,"Kanada, USA",Horror,2017-9-21
172,633858,Michael Kohlhaas,,2013,,8,,"Francja, Niemcy",Dramat historyczny,2017-9-19
173,1422,Tytus Andronikus,Titus,1999,,8,,"USA, Wielka Brytania, Włochy",Dramat,2017-9-17
174,571188,Kolonia,The Colony,2013,,6,,Kanada,"Thriller, Sci-Fi",2017-9-9
175,4475,Oko kota,Cat's Eye,1985,,7,,USA,"Horror, Komedia, Nowele filmowe",2017-9-9
176,544699,Taśmy Watykanu,The Vatican Tapes,2015,,3,,USA,Horror,2017-8-18
177,700190,Wojna o planetę małp,War for the Planet of the Apes,2017,,7,,"Kanada, Nowa Zelandia, USA","Dramat, Akcja, Sci-Fi",2017-8-10
178,706209,Kapitan Ameryka: Wojna bohaterów,Captain America: Civil War,2016,,3,,USA,"Akcja, Sci-Fi",2017-8-6
179,779305,To przychodzi po zmroku,It Comes at Night,2017,,7,,USA,Horror,2017-7-27
180,791,Buena Vista Social Club,,1999,,3,"Muzyka super, ale jako dokument bardzo słaby :( Niewiele się dowiadujemy poza tym co można przeczytać na wiki.","Francja, Kuba, Niemcy, USA, Wielka Brytania","Dokumentalny, Muzyczny",2017-7-13
181,397071,"Najpierw strzelaj, potem zwiedzaj",In Bruges,2008,,8,,"USA, Wielka Brytania","Dramat, Komedia, Kryminał",2017-6-22
182,568216,Król Artur: Legenda miecza,King Arthur: Legend of the Sword,2017,,7,,USA,"Dramat, Przygodowy",2017-6-22
183,201190,Wonder Woman,,2017,,7,,"Chiny, Hongkong, USA","Akcja, Sci-Fi",2017-6-15
184,747480,Baba Jaga,Don't Knock Twice,2016,,5,,Wielka Brytania,Horror,2017-6-12
185,702950,Lobster,The Lobster,2015,,7,,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2017-6-11
186,556038,Bez smyczy,Hall Pass,2011,,4,,USA,Komedia,2017-6-11
187,478458,Pandorum,,2009,,8,,"Niemcy, USA","Horror, Akcja, Sci-Fi",2017-6-4
188,739057,Song to Song,,2017,,3,Pretensjonalny,USA,"Dramat, Muzyczny",2017-5-24
189,262220,Doomsday,,2008,,6,,"Niemcy, RPA, USA, Wielka Brytania","Akcja, Sci-Fi",2017-5-22
190,323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,,8,,USA,Komedia,2017-5-18
191,665400,Obcy: Przymierze,Alien: Covenant,2017,,5,,"USA, Wielka Brytania","Horror, Sci-Fi",2017-5-17
192,467792,Legion,,2010,,6,,USA,"Fantasy, Horror, Akcja",2017-5-12
193,750704,Uciekaj!,Get Out,2017,,6,,USA,Horror,2017-5-11
194,3929,Armia Boga,The Prophecy,1995,,5,,USA,"Fantasy, Thriller",2017-5-8
195,752541,Dzikie łowy,Hunt for the Wilderpeople,2016,,7,,Nowa Zelandia,"Dramat, Komedia, Przygodowy",2017-4-23
196,749516,Koszmarna opowieść wigilijna,A Christmas Horror Story,2015,,4,,Kanada,"Horror, Nowele filmowe",2017-4-22
197,644574,Czego dusza zapragnie,Absolutely Anything,2015,,6,,"USA, Wielka Brytania","Komedia, Sci-Fi",2017-4-22
198,464231,Megan Is Missing,,2011,,6,,USA,"Dramat, Horror",2017-4-22
199,741913,Wszechstronna dziewczyna,The Girl with All the Gifts,2016,,3,,"USA, Wielka Brytania","Dramat, Horror",2017-4-19
200,655878,Carol,,2015,,6,,"USA, Wielka Brytania",Melodramat,2017-4-17
201,537275,Pamięć absolutna,Total Recall,2012,,4,,"Kanada, USA","Thriller, Akcja, Sci-Fi",2017-4-17
202,752725,Dobrze się kłamie w miłym towarzystwie,Perfetti sconosciuti,2016,,8,,Włochy,"Dramat, Komedia",2017-4-15
203,646395,Ona,Her,2013,,8,,USA,"Melodramat, Sci-Fi",2017-4-15
204,1321,Psychoza,Psycho,1960,,8,,USA,Thriller,2017-4-14
205,744969,Zwierzęta nocy,Nocturnal Animals,2016,,9,,USA,Thriller,2017-4-13
206,486822,Ghost in the Shell,,2017,,6,,"Chiny, Hongkong, Indie, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2017-4-6
207,8978,Psychoza III,Psycho III,1986,,3,,USA,Thriller,2017-4-3
208,8977,Psychoza II,Psycho II,1983,,4,,USA,Thriller,2017-4-3
209,4160,Biali nie potrafią skakać,White Men Can't Jump,1992,,6,,USA,"Komedia, Sportowy",2017-4-2
210,765212,Life,,2017,,6,,USA,"Thriller, Sci-Fi",2017-3-30
211,725324,Zło we mnie,February,2015,,7,,"Kanada, USA",Horror,2017-3-23
212,735452,Kubo i dwie struny,Kubo and the Two Strings,2016,,7,,USA,"Animacja, Familijny, Fantasy",2017-3-19
213,704635,Vaiana: Skarb oceanu,Moana,2016,,5,,USA,"Animacja, Familijny, Przygodowy",2017-3-19
