,id,tytułpolski,tytułoryginalny,rokprodukcji,ulubione,ocena,komentarz,krajprodukcji,gatunek,data
637,311861,Wściekłe pięści Węża,,2006,,7,,Polska,"Komedia, Akcja",2010-6-4
638,389424,"Sarnie żniwo, czyli pokusa statuetkowego szlaku",,2006,,6,,Polska,"Komedia, Sensacyjny",2010-6-4
639,260505,Książę Persji: Piaski czasu,Prince of Persia: The Sands of Time,2010,,6,,USA,"Fantasy, Przygodowy",2010-6-3
640,681,Nic śmiesznego,,1995,,8,,Polska,"Dramat, Komedia",2010-6-2
641,441997,Rock'N'Rolla,RocknRolla,2008,,7,,Wielka Brytania,Kryminał,2010-6-2
642,452679,Poznaj moich Spartan,Meet the Spartans,2008,,3,,USA,Komedia,2010-6-2
643,470442,Generał Nil,,2009,,5,,Polska,"Biograficzny, Wojenny",2010-6-2
644,430428,Surogaci,Surrogates,2009,,5,,USA,"Thriller, Sci-Fi",2010-6-2
645,732,Bardzo dziki Zachód,Wild Wild West,1999,,5,,USA,"Komedia, Western, Akcja",2010-6-2
646,227672,Hot Fuzz - Ostre psy,Hot Fuzz,2007,,8,,"Francja, Wielka Brytania",Komedia kryminalna,2010-6-2
647,11752,Wodny świat,Waterworld,1995,,6,,USA,"Przygodowy, Sci-Fi",2010-6-2
648,115059,Oldboy,Oldeuboi,2003,,8,,Korea Południowa,Thriller,2010-6-2
649,699,Sara,,1997,,6,,Polska,"Sensacyjny, Romans",2010-6-2
650,31508,Potwory i spółka,"Monsters, Inc.",2001,,5,,USA,"Animacja, Familijny, Komedia",2010-6-2
651,1192,Tato,,1995,,9,,Polska,Dramat obyczajowy,2010-6-2
652,99829,Hellboy,,2004,,4,,USA,"Fantasy, Akcja",2010-6-2
653,32383,xXx,,2002,,3,,USA,Akcja,2010-6-2
654,1010,Top Gun,,1986,,6,,USA,"Sensacyjny, Romans",2010-6-2
655,34246,Rybki z ferajny,Shark Tale,2004,,5,,USA,"Animacja, Familijny, Komedia",2010-6-2
656,114960,The Grudge - Klątwa,The Grudge,2004,,7,,"Japonia, USA",Horror,2010-6-2
657,424416,Walkiria,Valkyrie,2008,,6,,"Niemcy, USA","Biograficzny, Dramat historyczny",2010-6-2
658,1001,Mission: Impossible,,1996,,5,,USA,Sensacyjny,2010-6-2
659,137,Ogniem i mieczem,,1999,,7,,Polska,"Historyczny, Przygodowy",2010-6-2
660,107555,Obcy kontra Predator,AVP: Alien vs. Predator,2004,,5,,"Czechy, Kanada, Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2
661,1272,Szklana pułapka 3,Die Hard: With a Vengeance,1995,,5,,USA,Sensacyjny,2010-6-2
662,260173,Numer 23,The Number 23,2007,,8,,USA,Thriller,2010-6-2
663,534,Marsjanie atakują!,Mars Attacks!,1996,,3,,USA,"Sci-Fi, Czarna komedia",2010-6-2
664,33027,Terminator 3: Bunt maszyn,Terminator 3: Rise of the Machines,2003,,6,,"Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2
665,108083,Królestwo niebieskie,Kingdom of Heaven,2005,,3,,"Hiszpania, Niemcy, USA, Wielka Brytania, Maroko",Dramat historyczny,2010-6-2
666,5507,Faceci w czerni,Men in Black,1997,,5,,USA,"Komedia, Sci-Fi",2010-6-2
667,5289,Dzień Niepodległości,Independence Day,1996,,3,,USA,"Akcja, Sci-Fi",2010-6-2
668,106112,Epoka lodowcowa 2: Odwilż,Ice Age 2: The Meltdown,2006,,6,,USA,"Animacja, Komedia, Przygodowy",2010-6-2
669,33996,Matrix Rewolucje,The Matrix Revolutions,2003,,7,,"Australia, USA","Akcja, Sci-Fi",2010-6-2
670,9641,Sok z żuka,Beetle Juice,1988,,6,,USA,"Fantasy, Czarna komedia",2010-6-1
671,125973,Shrek Trzeci,Shrek the Third,2007,,5,,USA,"Animacja, Familijny, Komedia",2010-6-1
672,525892,Galerianki,,2009,,8,,Polska,Dramat obyczajowy,2010-6-1
673,234006,Max Payne,,2008,,2,,"Kanada, USA","Kryminał, Akcja",2010-6-1
674,624,Zagubiona autostrada,Lost Highway,1997,tak,9,,"Francja, USA","Dramat, Kryminał, Thriller",2010-6-1
675,1236,Co gryzie Gilberta Grape'a,What's Eating Gilbert Grape,1993,tak,9,,USA,Dramat,2010-6-1
676,998,Forrest Gump,,1994,tak,9,,USA,"Dramat, Komedia",2010-6-1
677,96128,Szklana pułapka 4.0,Live Free or Die Hard,2007,,4,,"USA, Wielka Brytania",Sensacyjny,2010-6-1
678,32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,,6,,"Kanada, USA",Komedia kryminalna,2010-6-1
679,6721,Kevin sam w domu,Home Alone,1990,,5,,USA,"Familijny, Komedia",2010-6-1
680,291383,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,,6,,USA,Komedia,2010-6-1
681,9695,Spider-Man,,2002,,4,,USA,"Akcja, Sci-Fi",2010-6-1
682,399328,WALL·E,,2008,,5,,USA,"Animacja, Familijny, Sci-Fi",2010-6-1
683,103997,Skarb narodów,National Treasure,2004,,3,,USA,Przygodowy,2010-6-1
684,107101,Constantine,,2005,,4,,"Niemcy, USA","Fantasy, Thriller",2010-6-1
685,95892,Straszny film 3,Scary Movie 3,2003,,3,,"Kanada, USA",Komedia,2010-6-1
686,30768,Żandarm z St. Tropez,Le Gendarme de Saint-Tropez,1964,,6,,"Francja, Włochy",Komedia kryminalna,2010-6-1
687,911,Human Traffic,,1999,tak,8,,"Irlandia, Wielka Brytania",Obyczajowy,2010-6-1
688,1169,"Poszukiwany, poszukiwana",,1972,,5,,Polska,Komedia,2010-6-1
689,4812,"Cześć, Tereska",,2001,tak,8,,Polska,"Dramat, Psychologiczny",2010-6-1
690,1288,Gandhi,,1982,,4,,"Indie, Wielka Brytania","Biograficzny, Dramat",2010-6-1
691,8774,Polowanie na Czerwony Październik,The Hunt for Red October,1990,,5,,USA,Sensacyjny,2010-6-1
692,30428,Frida,,2002,tak,8,,"Kanada, Meksyk, USA","Biograficzny, Dramat",2010-6-1
693,896,Miś,,1980,,5,,Polska,Komedia,2010-6-1
694,30648,Straszny film 2,Scary Movie 2,2001,,4,,"Kanada, USA",Komedia,2010-6-1
695,312016,Testosteron,,2007,,5,,Polska,Komedia,2010-6-1
696,538,Między piekłem a niebem,What Dreams May Come,1998,,8,,"Nowa Zelandia, USA","Fantasy, Melodramat",2010-6-1
697,1008,Rain Man,,1988,tak,9,,USA,"Dramat, Komedia",2010-6-1
698,468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,,6,,Wielka Brytania,Dramat,2010-6-1
699,7961,Młodzi gniewni,Dangerous Minds,1995,tak,8,,USA,"Biograficzny, Dramat",2010-6-1
700,31413,Dzień świra,,2002,tak,10,,Polska,"Dramat, Komedia, Psychologiczny",2010-6-1
701,547,Gwiezdne wojny: Część VI - Powrót Jedi,Star Wars: Episode VI - Return of the Jedi,1983,,3,,USA,"Przygodowy, Sci-Fi",2010-6-1
702,525,Gwiezdne wojny: Część V - Imperium kontratakuje,Star Wars: Episode V - The Empire Strikes Back,1980,,3,,USA,"Przygodowy, Sci-Fi",2010-6-1
703,1214,Indiana Jones i Świątynia Zagłady,Indiana Jones and the Temple of Doom,1984,,7,,USA,Przygodowy,2010-6-1
704,5982,Gwiezdne wojny: Część III - Zemsta Sithów,Star Wars: Episode III - Revenge of the Sith,2005,,5,,USA,"Przygodowy, Sci-Fi",2010-6-1
705,520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,,5,,USA,"Przygodowy, Sci-Fi",2010-6-1
706,759,Gwiezdne wojny: Część IV - Nowa nadzieja,Star Wars,1977,,4,,USA,"Przygodowy, Sci-Fi",2010-6-1
707,33392,Indiana Jones i Królestwo Kryształowej Czaszki,Indiana Jones and the Kingdom of the Crystal Skull,2008,,5,,USA,Przygodowy,2010-6-1
708,1216,Poszukiwacze zaginionej Arki,Raiders of the Lost Ark,1981,,8,,USA,Przygodowy,2010-6-1
709,31419,Helikopter w ogniu,Black Hawk Down,2001,,8,,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1
710,5421,Wróg u bram,Enemy at the Gates,2001,,6,,"Irlandia, Niemcy, USA, Wielka Brytania","Dramat, Wojenny",2010-6-1
711,106376,Batman - Początek,Batman Begins,2005,,7,,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1
712,1104,Dziecko Rosemary,Rosemary's Baby,1968,tak,9,,USA,"Horror, Psychologiczny",2010-6-1
713,1013,Dracula,,1992,,8,,USA,Horror,2010-6-1
714,5994,Głupi i głupszy,Dumb & Dumber,1994,,5,,USA,Komedia,2010-6-1
715,1298,Patton,,1970,,5,,USA,"Biograficzny, Dramat, Wojenny",2010-6-1
716,1109,Matnia,Cul-de-sac,1966,,7,,Wielka Brytania,"Dramat, Komedia",2010-6-1
717,107404,Piraci z Karaibów: Skrzynia umarlaka,Pirates of the Caribbean: Dead Man's Chest,2006,,5,,USA,"Fantasy, Przygodowy",2010-6-1
718,3690,Ace Ventura: Psi detektyw,Ace Ventura: Pet Detective,1994,,7,,USA,Komedia,2010-6-1
719,121760,Piraci z Karaibów: Na krańcu świata,Pirates of the Caribbean: At World's End,2007,,5,,USA,"Fantasy, Przygodowy",2010-6-1
720,1221,Imperium Słońca,Empire of the Sun,1987,,6,,USA,"Dramat, Wojenny",2010-6-1
721,37309,Piraci z Karaibów: Klątwa Czarnej Perły,Pirates of the Caribbean: The Curse of the Black Pearl,2003,,5,,USA,"Fantasy, Przygodowy",2010-6-1
722,825,Szósty zmysł,The Sixth Sense,1999,,4,,USA,Thriller,2010-6-1
723,1049,Urodzeni mordercy,Natural Born Killers,1994,,7,,USA,"Dramat, Thriller, Romans",2010-6-1
724,1007,Urodzony 4 lipca,Born on the Fourth of July,1989,tak,9,,USA,"Biograficzny, Dramat",2010-6-1
725,187,Titanic,,1997,,8,,USA,"Melodramat, Katastroficzny",2010-6-1
726,994,Obcy - decydujące starcie,Aliens,1986,,6,,USA,"Horror, Sci-Fi",2010-6-1
727,179,Szeregowiec Ryan,Saving Private Ryan,1998,,3,,USA,"Dramat, Wojenny",2010-6-1
728,1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,tak,9,,USA,"Dramat, Psychologiczny",2010-6-1
729,9063,Rambo: Pierwsza krew,First Blood,1982,,9,,USA,"Dramat, Akcja",2010-6-1
730,1213,Indiana Jones i ostatnia krucjata,Indiana Jones and the Last Crusade,1989,,5,,USA,Przygodowy,2010-6-1
731,36,Desperado,,1995,,5,,USA,"Akcja, Gangsterski",2010-6-1
732,401060,Grindhouse: Planet Terror,Planet Terror,2007,,5,,USA,"Horror, Akcja",2010-6-1
733,8825,Powrót do przyszłości III,Back to the Future Part III,1990,,6,,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1
734,8824,Powrót do przyszłości II,Back to the Future Part II,1989,,6,,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1
735,8823,Powrót do przyszłości,Back to the Future,1985,,6,,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1
736,551,Skandalista Larry Flynt,The People vs. Larry Flynt,1996,,8,,USA,"Biograficzny, Dramat",2010-6-1
737,105575,Kill Bill 2,Kill Bill: Vol. 2,2004,,5,,USA,"Thriller, Akcja",2010-6-1
738,1024,Batman,,1989,,8,,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1
739,992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,,6,,"Francja, USA","Akcja, Sci-Fi",2010-6-1
740,11843,Wściekłe psy,Reservoir Dogs,1992,,6,,USA,"Thriller, Gangsterski",2010-6-1
741,1502,Hannibal,,2001,,5,,"USA, Wielka Brytania",Thriller,2010-6-1
742,9191,Rocky 2,Rocky II,1979,,8,,USA,"Dramat, Sportowy",2010-6-1
743,1087,Człowiek słoń,The Elephant Man,1980,,9,,USA,"Biograficzny, Dramat",2010-6-1
744,1237,Misery,,1990,,7,,USA,Thriller,2010-6-1
745,5185,"Doktor Strangelove, lub jak przestałem się martwić i pokochałem bombę",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,,8,,"USA, Wielka Brytania",Satyra,2010-6-1
746,1100,Sens życia wg Monty Pythona,The Meaning of Life,1983,,7,,Wielka Brytania,Komedia,2010-6-1
747,193460,Beowulf,,2007,,8,,USA,"Animacja, Fantasy, Przygodowy",2010-6-1
748,865,Niebiańska plaża,The Beach,2000,,6,,"USA, Wielka Brytania","Dramat, Przygodowy, Thriller",2010-6-1
749,38601,Teksańska masakra piłą mechaniczną,The Texas Chainsaw Massacre,2003,,1,,USA,Horror,2010-6-1
750,32049,Fanatyk,The Believer,2001,,8,,USA,Dramat,2010-6-1
751,15,Blade - Wieczny łowca,Blade,1998,,4,,USA,"Horror, Akcja",2010-6-1
752,466637,Transporter 3,,2008,,2,,"Francja, USA, Wielka Brytania",Akcja,2010-6-1
753,630,Pan Tadeusz,,1999,,3,,"Francja, Polska","Dramat, Kostiumowy",2010-6-1
754,231549,Simpsonowie: Wersja kinowa,The Simpsons Movie,2007,tak,8,,USA,"Animacja, Komedia, Przygodowy",2010-6-1
755,219806,John Rambo,Rambo,2008,,7,,"Niemcy, USA",Akcja,2010-6-1
756,777,Cube,,1997,tak,9,,Kanada,"Thriller, Sci-Fi",2010-6-1
757,5778,Gangi Nowego Jorku,Gangs of New York,2002,,5,,"USA, Włochy","Dramat, Kostiumowy, Gangsterski",2010-6-1
758,298581,Wojna polsko-ruska,,2009,,8,,Polska,Dramat,2010-6-1
759,8866,Predator,,1987,,8,,USA,"Akcja, Sci-Fi",2010-6-1
760,847,Blair Witch Project,The Blair Witch Project,1999,,8,,USA,"Horror, Dokumentalizowany",2010-6-1
761,781,Dług,,1999,tak,9,,Polska,"Dramat, Psychologiczny",2010-6-1
762,1099,Żywot Briana,Life of Brian,1979,tak,8,,Wielka Brytania,Komedia,2010-6-1
763,169179,Underworld: Evolution,,2006,,4,,"Kanada, USA, Węgry","Horror, Akcja",2010-6-1
764,9190,Rocky,,1976,tak,9,,USA,"Dramat, Sportowy",2010-6-1
765,32358,8 Mila,8 Mile,2002,,7,,"Niemcy, USA","Biograficzny, Dramat obyczajowy, Muzyczny",2010-6-1
766,1096,Monty Python i Święty Graal,Monty Python and the Holy Grail,1975,tak,10,,Wielka Brytania,"Komedia, Kostiumowy, Przygodowy",2010-6-1
767,110751,King Kong,,2005,,7,,"Niemcy, Nowa Zelandia, USA","Fantasy, Melodramat, Przygodowy",2010-6-1
768,31741,Resident Evil,,2002,,3,,"Francja, Niemcy, USA, Wielka Brytania","Horror, Akcja",2010-6-1
769,1045,Łowca jeleni,The Deer Hunter,1978,,8,,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1
770,1319,Imię róży,Der Name der Rose,1986,tak,9,,"Francja, Włochy, RFN",Kryminał,2010-6-1
771,772,Las Vegas Parano,Fear and Loathing in Las Vegas,1998,,7,,USA,"Dramat, Surrealistyczny, Komedia",2010-6-1
772,30808,Stalker,,1979,tak,9,,ZSRR,"Sci-Fi, Dramat obyczajowy",2010-6-1
773,3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,,6,,USA,"Dramat, Sci-Fi",2010-6-1
774,11726,Dirty Dancing,,1987,tak,9,,USA,"Melodramat, Muzyczny",2010-6-1
775,1222,Filadelfia,Philadelphia,1993,tak,9,,USA,Dramat,2010-6-1
776,1270,Szklana pułapka,Die Hard,1988,,8,,USA,Sensacyjny,2010-6-1
777,95492,"Ja, robot","I, Robot",2004,,4,,"Niemcy, USA","Thriller, Sci-Fi",2010-6-1
778,995,Terminator,The Terminator,1984,,9,,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1
779,180040,V jak Vendetta,V for Vendetta,2005,,4,,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2010-6-1
780,461432,Parnassus,The Imaginarium of Doctor Parnassus,2009,tak,9,,"Francja, Kanada, Wielka Brytania","Fantasy, Przygodowy",2010-6-1
781,1212,Park Jurajski,Jurassic Park,1993,,8,,USA,"Przygodowy, Sci-Fi",2010-6-1
782,259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,,6,,USA,"Dramat, Thriller",2010-6-1
783,1092,Czas Apokalipsy,Apocalypse Now,1979,tak,9,,USA,"Dramat, Wojenny",2010-6-1
784,10701,Inni,The Others,2001,,8,,"Francja, Hiszpania, USA, Włochy",Thriller,2010-6-1
785,127272,Wyspa,The Island,2005,,6,,USA,"Akcja, Sci-Fi",2010-6-1
786,34888,Pojutrze,The Day After Tomorrow,2004,,2,,USA,"Sci-Fi, Katastroficzny",2010-6-1
787,7585,Maska,The Mask,1994,,8,,USA,"Fantasy, Komedia",2010-6-1
788,38233,Pasja,The Passion of the Christ,2004,,5,,USA,"Dramat, Biblijny",2010-6-1
789,10682,Dziewiąte wrota,The Ninth Gate,1999,,6,,"Francja, Hiszpania, USA","Dramat, Horror, Kryminał",2010-6-1
790,7738,Raport mniejszości,Minority Report,2002,,6,,USA,"Thriller, Sci-Fi",2010-6-1
791,30630,Mulholland Drive,Mulholland Dr.,2001,,8,,"Francja, USA","Dramat, Thriller",2010-6-1
792,104541,Charlie i fabryka czekolady,Charlie and the Chocolate Factory,2005,,8,,"USA, Wielka Brytania","Familijny, Fantasy",2010-6-1
793,1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,,10,,"USA, Wielka Brytania",Sci-Fi,2010-6-1
794,219933,Grindhouse: Death Proof,Death Proof,2007,,5,,USA,"Thriller, Akcja",2010-6-1
795,137747,Bękarty wojny,Inglourious Basterds,2009,,5,,"Niemcy, USA",Wojenny,2010-6-1
796,5347,Ed Wood,,1994,,9,,USA,"Biograficzny, Dramat, Komedia",2010-6-1
797,862,Zielona mila,The Green Mile,1999,,7,,USA,Dramat,2010-6-1
798,1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,tak,9,,"USA, Wielka Brytania","Dramat, Sci-Fi",2010-6-1
799,32375,Equilibrium,,2002,tak,8,,USA,"Thriller, Sci-Fi",2010-6-1
800,127025,Wojna światów,War of the Worlds,2005,,3,,USA,"Dramat, Sci-Fi",2010-6-1
801,98823,Złe wychowanie,La Mala educación,2004,,7,,Hiszpania,"Dramat, Thriller",2010-6-1
802,758,Wszystko o mojej matce,Todo sobre mi madre,1999,tak,8,,"Francja, Hiszpania",Dramat,2010-6-1
803,118497,Gnijąca panna młoda,Corpse Bride,2005,tak,8,,"USA, Wielka Brytania","Animacja, Czarna komedia",2010-6-1
804,144,Piąty element,The Fifth Element,1997,,7,,Francja,"Akcja, Sci-Fi",2010-6-1
805,433913,2012,,2009,,2,,"Kanada, USA","Sci-Fi, Katastroficzny",2010-6-1
806,980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,tak,10,,"USA, Wielka Brytania","Horror, Sci-Fi",2010-6-1
807,1210,12 małp,Twelve Monkeys,1995,tak,9,,USA,"Dramat, Sci-Fi",2010-6-1
808,464478,Dystrykt 9,District 9,2009,tak,8,,"Kanada, Nowa Zelandia, RPA, USA","Dramat, Sci-Fi",2010-6-1
809,9,Armageddon,,1998,,3,,USA,Katastroficzny,2010-6-1
810,4833,Człowiek z blizną,Scarface,1983,tak,8,,USA,"Dramat, Gangsterski",2010-6-1
811,5158,Donnie Darko,,2001,tak,9,,USA,Dramat,2010-6-1
812,30633,Więzień nienawiści,American History X,1998,tak,8,,USA,Dramat,2010-6-1
813,116327,Tajemnica Brokeback Mountain,Brokeback Mountain,2005,tak,8,,"Kanada, USA",Melodramat,2010-6-1
814,203657,Iluzjonista,The Illusionist,2006,tak,8,,"Czechy, USA","Fantasy, Kostiumowy",2010-6-1
815,191945,Sweeney Todd: Demoniczny golibroda z Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,tak,8,,"USA, Wielka Brytania","Musical, Thriller",2010-6-1
816,844,Jeździec bez głowy,Sleepy Hollow,1999,,8,,"Niemcy, USA",Horror,2010-6-1
817,121413,Piła,Saw,2004,,5,,"Australia, USA",Horror,2010-6-1
818,124119,Hooligans,,2005,,7,,"USA, Wielka Brytania",Dramat,2010-6-1
819,32014,Epoka lodowcowa,Ice Age,2002,,6,,USA,"Animacja, Komedia, Przygodowy",2010-6-1
820,37889,Bruce Wszechmogący,Bruce Almighty,2003,,6,,USA,"Fantasy, Komedia",2010-6-1
821,1020,Lśnienie,The Shining,1980,tak,9,,"USA, Wielka Brytania",Horror,2010-6-1
822,459974,Siedem dusz,Seven Pounds,2008,,6,,USA,Dramat,2010-6-1
823,487211,Kac Vegas,The Hangover,2009,,5,,"Niemcy, USA",Komedia,2010-6-1
824,33200,Kill Bill,Kill Bill: Vol. 1,2003,,7,,USA,"Thriller, Akcja",2010-6-1
825,6878,Król Lew,The Lion King,1994,tak,10,,USA,"Animacja, Familijny",2010-6-1
826,124613,Kod da Vinci,The Da Vinci Code,2006,,5,,"Francja, USA, Wielka Brytania, Malta",Thriller,2010-6-1
827,189,Truman Show,The Truman Show,1998,tak,9,,USA,"Dramat, Komedia, Sci-Fi",2010-6-1
828,2,Adwokat diabła,The Devil's Advocate,1997,tak,8,,"Niemcy, USA",Thriller,2010-6-1
829,1002,Wywiad z wampirem,Interview with the Vampire: The Vampire Chronicles,1994,tak,9,,USA,"Dramat, Horror",2010-6-1
830,217801,Jestem legendą,I Am Legend,2007,,4,,"Australia, USA","Horror, Sci-Fi",2010-6-1
831,112584,Sin City - Miasto grzechu,Sin City,2005,tak,8,,USA,Kryminał,2010-6-1
832,1163,Seksmisja,,1983,tak,9,,Polska,"Komedia, Sci-Fi",2010-6-1
833,9182,Rob Roy,,1995,tak,9,,"USA, Wielka Brytania","Biograficzny, Romans, Dramat historyczny",2010-6-1
834,5355,Edward Nożycoręki,Edward Scissorhands,1990,tak,9,,USA,"Dramat, Fantasy",2010-6-1
835,1052,Braveheart - Waleczne Serce,Braveheart,1995,,4,,USA,Dramat historyczny,2010-6-1
836,845,Pi,,1998,tak,9,,USA,"Dramat, Thriller",2010-6-1
837,836,American Beauty,,1999,tak,9,,USA,"Dramat, Komedia",2010-6-1
838,1047,Milczenie owiec,The Silence of the Lambs,1991,,8,,USA,Thriller,2010-6-1
839,702,Siedem,Se7en,1995,,8,,USA,"Kryminał, Thriller",2010-6-1
840,40252,Efekt motyla,The Butterfly Effect,2004,,7,,"Kanada, USA","Thriller, Sci-Fi",2010-6-1
841,837,Podziemny krąg,Fight Club,1999,,7,,"Niemcy, USA","Thriller, Psychologiczny",2010-6-1
842,9683,Spartakus,Spartacus,1960,,8,,USA,"Biograficzny, Dramat historyczny",2010-6-1
843,936,Gladiator,,2000,,3,,"USA, Wielka Brytania",Dramat historyczny,2010-6-1
844,1039,Pulp Fiction,,1994,tak,9,,USA,Gangsterski,2010-6-1
845,299113,Avatar,,2009,,7,,"USA, Wielka Brytania",Sci-Fi,2010-6-1
846,734,Łowca androidów,Blade Runner,1982,tak,9,,"Hongkong, USA, Wielka Brytania","Thriller, Sci-Fi",2010-6-1
847,1305,Nieśmiertelny,Highlander,1986,tak,10,,"USA, Wielka Brytania",Fantasy,2010-6-1
848,480036,"Co nas kręci, co nas podnieca",Whatever Works,2009,,8,,"Francja, USA",Komedia obycz.,2010-6-1
849,7540,Manhattan,,1979,tak,9,,USA,Komedia obycz.,2010-6-1
850,4041,Bananowy czubek,Bananas,1971,,8,,USA,Komedia,2010-6-1
851,119885,Film o pszczołach,Bee Movie,2007,,6,,USA,"Animacja, Komedia",2010-6-1
852,1048,Skazani na Shawshank,The Shawshank Redemption,1994,,6,,USA,Dramat,2010-6-1
853,271498,Piła III,Saw III,2006,,1,,"Kanada, USA",Horror,
